# Idna2008-17.0.0.txt
# Date: 2025-07-23, 11:58:14 GMT [KW]
# Copyright 2025 Unicode, Inc.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
#
# IDNA2008_Category Property
#
# This file lists the "IDNA Derived Property" as defined in RFC 5892.
# It is provided as a convenience for implementers by performing
# the calculations defined in RFC 5892 concurrent with the release
# of each version of the Unicode Character Database.
#
# The format is two fields separated by a semicolon.
# Field 0: Unicode code point value or range of code point values
#            Ranges in this file, unlike in other property files, may cross
#            script and block boundaries; their extent is only determined
#            by the range of the common IDNA2008_Category value.
#            They are indicated in the usual notation using "..".
# Field 1: IDNA2008_Category, consisting of one of these values
#            "PVALID"     - Protocol valid (generally Letters, Digits and Hyphen)
#            "CONTEXTJ"   - Join control
#            "CONTEXT0"   - Other code points requiring context
#            "DISALLOWED" - The code point is not allowed in IDNA2008
#            "UNASSIGNED" - The code point is not assigned in this version
# Following Field 1 is a comment field that lists the character name
# (or code point label) for the code point, or the first and last character
# name for the characters in the code point range.
#
# The values of the IDNA2008_Category property are derived from
# other Unicode properties in the current version of the Unicode
# Character Database as follows:
#
# The precise algorithm for deriving the property is defined in
# Section 3 "Calculation of the Derived Property" of RFC 5892.
#
# Section 2.6 "Exceptions" in RFC 5892 lists code point for which
# the derivation is overridden by exceptional values. All the exceptions
# known at the time this data file was created have been applied.
# However, future updates of the IDNA protocol may add to this list
# of exceptions, which then would override the values derived here.
#
# However, once published, this file will not be updated.
#
# A value of the property is given for each code point.
#
# For more information, see RFC 5892, "The Unicode Code Points and
# Internationalized Domain Names for Applications (IDNA)",
# at https://www.rfc-editor.org/info/rfc5892
#
# @missing: 0000..10FFFF; UNASSIGNED
#
0000..002C  ; DISALLOWED  # <control-0000>..COMMA
1A00..1A1B  ; PVALID      # BUGINESE LETTER KA..BUGINESE VOWEL SIGN AE
1A1C..1A1D  ; UNASSIGNED  # <reserved-1A1C>..<reserved-1A1D>
1A1E..1A1F  ; DISALLOWED  # BUGINESE PALLAWA..BUGINESE END OF SECTION
1A20..1A5E  ; PVALID      # TAI THAM LETTER HIGH KA..TAI THAM CONSONANT SIGN SA
1A5F        ; UNASSIGNED  # <reserved-1A5F>
1A60..1A7C  ; PVALID      # TAI THAM SIGN SAKOT..TAI THAM SIGN KHUEN-LUE KARAN
1A7D..1A7E  ; UNASSIGNED  # <reserved-1A7D>..<reserved-1A7E>
1A7F..1A89  ; PVALID      # TAI THAM COMBINING CRYPTOGRAMMIC DOT..TAI THAM HORA DIGIT NINE
1A8A..1A8F  ; UNASSIGNED  # <reserved-1A8A>..<reserved-1A8F>
1A90..1A99  ; PVALID      # TAI THAM THAM DIGIT ZERO..TAI THAM THAM DIGIT NINE
1A9A..1A9F  ; UNASSIGNED  # <reserved-1A9A>..<reserved-1A9F>
1AA0..1AA6  ; DISALLOWED  # TAI THAM SIGN WIANG..TAI THAM SIGN REVERSED ROTATED RANA
1AA7        ; PVALID      # TAI THAM SIGN MAI YAMOK
1AA8..1AAD  ; DISALLOWED  # TAI THAM SIGN KAAN..TAI THAM SIGN CAANG
1AAE..1AAF  ; UNASSIGNED  # <reserved-1AAE>..<reserved-1AAF>
1AB0..1ABD  ; PVALID      # COMBINING DOUBLED CIRCUMFLEX ACCENT..COMBINING PARENTHESES BELOW
1ABE        ; DISALLOWED  # COMBINING PARENTHESES OVERLAY
1ABF..1ADD  ; PVALID      # COMBINING LATIN SMALL LETTER W BELOW..COMBINING DOT-AND-RING BELOW
1ADE..1ADF  ; UNASSIGNED  # <reserved-1ADE>..<reserved-1ADF>
1AE0..1AEB  ; PVALID      # COMBINING LEFT TACK ABOVE..COMBINING DOUBLE RIGHTWARDS ARROW ABOVE
1AEC..1AFF  ; UNASSIGNED  # <reserved-1AEC>..<reserved-1AFF>
1B00..1B4C  ; PVALID      # BALINESE SIGN ULU RICEM..BALINESE LETTER ARCHAIC JNYA
1B4D        ; UNASSIGNED  # <reserved-1B4D>
1B4E..1B4F  ; DISALLOWED  # BALINESE INVERTED CARIK SIKI..BALINESE INVERTED CARIK PAREREN
1B50..1B59  ; PVALID      # BALINESE DIGIT ZERO..BALINESE DIGIT NINE
1B5A..1B6A  ; DISALLOWED  # BALINESE PANTI..BALINESE MUSICAL SYMBOL DANG GEDE
1B6B..1B73  ; PVALID      # BALINESE MUSICAL SYMBOL COMBINING TEGEH..BALINESE MUSICAL SYMBOL COMBINING GONG
1B74..1B7F  ; DISALLOWED  # BALINESE MUSICAL SYMBOL RIGHT-HAND OPEN DUG..BALINESE PANTI BAWAK
1B80..1BF3  ; PVALID      # SUNDANESE SIGN PANYECEK..BATAK PANONGONAN
1BF4..1BFB  ; UNASSIGNED  # <reserved-1BF4>..<reserved-1BFB>
1BFC..1BFF  ; DISALLOWED  # BATAK SYMBOL BINDU NA METEK..BATAK SYMBOL BINDU PANGOLAT
1C00..1C37  ; PVALID      # LEPCHA LETTER KA..LEPCHA SIGN NUKTA
1C38..1C3A  ; UNASSIGNED  # <reserved-1C38>..<reserved-1C3A>
1C3B..1C3F  ; DISALLOWED  # LEPCHA PUNCTUATION TA-ROL..LEPCHA PUNCTUATION TSHOOK
1C40..1C49  ; PVALID      # LEPCHA DIGIT ZERO..LEPCHA DIGIT NINE
1C4A..1C4C  ; UNASSIGNED  # <reserved-1C4A>..<reserved-1C4C>
1C4D..1C7D  ; PVALID      # LEPCHA LETTER TTA..OL CHIKI AHAD
1C7E..1C89  ; DISALLOWED  # OL CHIKI PUNCTUATION MUCAAD..CYRILLIC CAPITAL LETTER TJE
1C8A        ; PVALID      # CYRILLIC SMALL LETTER TJE
1C8B..1C8F  ; UNASSIGNED  # <reserved-1C8B>..<reserved-1C8F>
1C90..1CBA  ; DISALLOWED  # GEORGIAN MTAVRULI CAPITAL LETTER AN..GEORGIAN MTAVRULI CAPITAL LETTER AIN
1CBB..1CBC  ; UNASSIGNED  # <reserved-1CBB>..<reserved-1CBC>
1CBD..1CC7  ; DISALLOWED  # GEORGIAN MTAVRULI CAPITAL LETTER AEN..SUNDANESE PUNCTUATION BINDU BA SATANGA
1CC8..1CCF  ; UNASSIGNED  # <reserved-1CC8>..<reserved-1CCF>
1CD0..1CD2  ; PVALID      # VEDIC TONE KARSHANA..VEDIC TONE PRENKHA
1CD3        ; DISALLOWED  # VEDIC SIGN NIHSHVASA
1CD4..1CFA  ; PVALID      # VEDIC SIGN YAJURVEDIC MIDLINE SVARITA..VEDIC SIGN DOUBLE ANUSVARA ANTARGOMUKHA
1CFB..1CFF  ; UNASSIGNED  # <reserved-1CFB>..<reserved-1CFF>
1D00..1D2B  ; PVALID      # LATIN LETTER SMALL CAPITAL A..CYRILLIC LETTER SMALL CAPITAL EL
1D2C..1D2E  ; DISALLOWED  # MODIFIER LETTER CAPITAL A..MODIFIER LETTER CAPITAL B
1D2F        ; PVALID      # MODIFIER LETTER CAPITAL BARRED B
1D30..1D3A  ; DISALLOWED  # MODIFIER LETTER CAPITAL D..MODIFIER LETTER CAPITAL N
1D3B        ; PVALID      # MODIFIER LETTER CAPITAL REVERSED N
1D3C..1D4D  ; DISALLOWED  # MODIFIER LETTER CAPITAL O..MODIFIER LETTER SMALL G
1D4E        ; PVALID      # MODIFIER LETTER SMALL TURNED I
1D4F..1D6A  ; DISALLOWED  # MODIFIER LETTER SMALL K..GREEK SUBSCRIPT SMALL LETTER CHI
1D6B..1D77  ; PVALID      # LATIN SMALL LETTER UE..LATIN SMALL LETTER TURNED G
1D78        ; DISALLOWED  # MODIFIER LETTER CYRILLIC EN
1D79..1D9A  ; PVALID      # LATIN SMALL LETTER INSULAR G..LATIN SMALL LETTER EZH WITH RETROFLEX HOOK
1D9B..1DBF  ; DISALLOWED  # MODIFIER LETTER SMALL TURNED ALPHA..MODIFIER LETTER SMALL THETA
1DC0..1DFF  ; PVALID      # COMBINING DOTTED GRAVE ACCENT..COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW
1E00        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH RING BELOW
1E01        ; PVALID      # LATIN SMALL LETTER A WITH RING BELOW
1E02        ; DISALLOWED  # LATIN CAPITAL LETTER B WITH DOT ABOVE
1E03        ; PVALID      # LATIN SMALL LETTER B WITH DOT ABOVE
1E04        ; DISALLOWED  # LATIN CAPITAL LETTER B WITH DOT BELOW
1E05        ; PVALID      # LATIN SMALL LETTER B WITH DOT BELOW
1E06        ; DISALLOWED  # LATIN CAPITAL LETTER B WITH LINE BELOW
1E07        ; PVALID      # LATIN SMALL LETTER B WITH LINE BELOW
1E08        ; DISALLOWED  # LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE
1E09        ; PVALID      # LATIN SMALL LETTER C WITH CEDILLA AND ACUTE
1E0A        ; DISALLOWED  # LATIN CAPITAL LETTER D WITH DOT ABOVE
1E0B        ; PVALID      # LATIN SMALL LETTER D WITH DOT ABOVE
1E0C        ; DISALLOWED  # LATIN CAPITAL LETTER D WITH DOT BELOW
1E0D        ; PVALID      # LATIN SMALL LETTER D WITH DOT BELOW
1E0E        ; DISALLOWED  # LATIN CAPITAL LETTER D WITH LINE BELOW
1E0F        ; PVALID      # LATIN SMALL LETTER D WITH LINE BELOW
1E10        ; DISALLOWED  # LATIN CAPITAL LETTER D WITH CEDILLA
1E11        ; PVALID      # LATIN SMALL LETTER D WITH CEDILLA
1E12        ; DISALLOWED  # LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW
1E13        ; PVALID      # LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW
1E14        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH MACRON AND GRAVE
1E15        ; PVALID      # LATIN SMALL LETTER E WITH MACRON AND GRAVE
1E16        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH MACRON AND ACUTE
1E17        ; PVALID      # LATIN SMALL LETTER E WITH MACRON AND ACUTE
1E18        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW
1E19        ; PVALID      # LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW
1E1A        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH TILDE BELOW
1E1B        ; PVALID      # LATIN SMALL LETTER E WITH TILDE BELOW
1E1C        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE
1E1D        ; PVALID      # LATIN SMALL LETTER E WITH CEDILLA AND BREVE
1E1E        ; DISALLOWED  # LATIN CAPITAL LETTER F WITH DOT ABOVE
1E1F        ; PVALID      # LATIN SMALL LETTER F WITH DOT ABOVE
1E20        ; DISALLOWED  # LATIN CAPITAL LETTER G WITH MACRON
1E21        ; PVALID      # LATIN SMALL LETTER G WITH MACRON
1E22        ; DISALLOWED  # LATIN CAPITAL LETTER H WITH DOT ABOVE
1E23        ; PVALID      # LATIN SMALL LETTER H WITH DOT ABOVE
1E24        ; DISALLOWED  # LATIN CAPITAL LETTER H WITH DOT BELOW
1E25        ; PVALID      # LATIN SMALL LETTER H WITH DOT BELOW
1E26        ; DISALLOWED  # LATIN CAPITAL LETTER H WITH DIAERESIS
1E27        ; PVALID      # LATIN SMALL LETTER H WITH DIAERESIS
1E28        ; DISALLOWED  # LATIN CAPITAL LETTER H WITH CEDILLA
1E29        ; PVALID      # LATIN SMALL LETTER H WITH CEDILLA
1E2A        ; DISALLOWED  # LATIN CAPITAL LETTER H WITH BREVE BELOW
1E2B        ; PVALID      # LATIN SMALL LETTER H WITH BREVE BELOW
1E2C        ; DISALLOWED  # LATIN CAPITAL LETTER I WITH TILDE BELOW
1E2D        ; PVALID      # LATIN SMALL LETTER I WITH TILDE BELOW
1E2E        ; DISALLOWED  # LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE
1E2F        ; PVALID      # LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE
1E30        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH ACUTE
1E31        ; PVALID      # LATIN SMALL LETTER K WITH ACUTE
1E32        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH DOT BELOW
1E33        ; PVALID      # LATIN SMALL LETTER K WITH DOT BELOW
1E34        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH LINE BELOW
1E35        ; PVALID      # LATIN SMALL LETTER K WITH LINE BELOW
1E36        ; DISALLOWED  # LATIN CAPITAL LETTER L WITH DOT BELOW
1E37        ; PVALID      # LATIN SMALL LETTER L WITH DOT BELOW
1E38        ; DISALLOWED  # LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON
1E39        ; PVALID      # LATIN SMALL LETTER L WITH DOT BELOW AND MACRON
1E3A        ; DISALLOWED  # LATIN CAPITAL LETTER L WITH LINE BELOW
1E3B        ; PVALID      # LATIN SMALL LETTER L WITH LINE BELOW
1E3C        ; DISALLOWED  # LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW
1E3D        ; PVALID      # LATIN SMALL LETTER L WITH CIRCUMFLEX BELOW
1E3E        ; DISALLOWED  # LATIN CAPITAL LETTER M WITH ACUTE
1E3F        ; PVALID      # LATIN SMALL LETTER M WITH ACUTE
1E40        ; DISALLOWED  # LATIN CAPITAL LETTER M WITH DOT ABOVE
1E41        ; PVALID      # LATIN SMALL LETTER M WITH DOT ABOVE
1E42        ; DISALLOWED  # LATIN CAPITAL LETTER M WITH DOT BELOW
1E43        ; PVALID      # LATIN SMALL LETTER M WITH DOT BELOW
1E44        ; DISALLOWED  # LATIN CAPITAL LETTER N WITH DOT ABOVE
1E45        ; PVALID      # LATIN SMALL LETTER N WITH DOT ABOVE
1E46        ; DISALLOWED  # LATIN CAPITAL LETTER N WITH DOT BELOW
1E47        ; PVALID      # LATIN SMALL LETTER N WITH DOT BELOW
1E48        ; DISALLOWED  # LATIN CAPITAL LETTER N WITH LINE BELOW
1E49        ; PVALID      # LATIN SMALL LETTER N WITH LINE BELOW
1E4A        ; DISALLOWED  # LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW
1E4B        ; PVALID      # LATIN SMALL LETTER N WITH CIRCUMFLEX BELOW
1E4C        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH TILDE AND ACUTE
1E4D        ; PVALID      # LATIN SMALL LETTER O WITH TILDE AND ACUTE
1E4E        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS
1E4F        ; PVALID      # LATIN SMALL LETTER O WITH TILDE AND DIAERESIS
1E50        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH MACRON AND GRAVE
1E51        ; PVALID      # LATIN SMALL LETTER O WITH MACRON AND GRAVE
1E52        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH MACRON AND ACUTE
1E53        ; PVALID      # LATIN SMALL LETTER O WITH MACRON AND ACUTE
1E54        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH ACUTE
1E55        ; PVALID      # LATIN SMALL LETTER P WITH ACUTE
1E56        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH DOT ABOVE
1E57        ; PVALID      # LATIN SMALL LETTER P WITH DOT ABOVE
1E58        ; DISALLOWED  # LATIN CAPITAL LETTER R WITH DOT ABOVE
1E59        ; PVALID      # LATIN SMALL LETTER R WITH DOT ABOVE
1E5A        ; DISALLOWED  # LATIN CAPITAL LETTER R WITH DOT BELOW
1E5B        ; PVALID      # LATIN SMALL LETTER R WITH DOT BELOW
1E5C        ; DISALLOWED  # LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON
1E5D        ; PVALID      # LATIN SMALL LETTER R WITH DOT BELOW AND MACRON
1E5E        ; DISALLOWED  # LATIN CAPITAL LETTER R WITH LINE BELOW
1E5F        ; PVALID      # LATIN SMALL LETTER R WITH LINE BELOW
1E60        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH DOT ABOVE
1E61        ; PVALID      # LATIN SMALL LETTER S WITH DOT ABOVE
1E62        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH DOT BELOW
1E63        ; PVALID      # LATIN SMALL LETTER S WITH DOT BELOW
1E64        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE
1E65        ; PVALID      # LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE
1E66        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE
1E67        ; PVALID      # LATIN SMALL LETTER S WITH CARON AND DOT ABOVE
1E68        ; DISALLOWED  # LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE
1E69        ; PVALID      # LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE
1E6A        ; DISALLOWED  # LATIN CAPITAL LETTER T WITH DOT ABOVE
1E6B        ; PVALID      # LATIN SMALL LETTER T WITH DOT ABOVE
1E6C        ; DISALLOWED  # LATIN CAPITAL LETTER T WITH DOT BELOW
1E6D        ; PVALID      # LATIN SMALL LETTER T WITH DOT BELOW
1E6E        ; DISALLOWED  # LATIN CAPITAL LETTER T WITH LINE BELOW
1E6F        ; PVALID      # LATIN SMALL LETTER T WITH LINE BELOW
1E70        ; DISALLOWED  # LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW
1E71        ; PVALID      # LATIN SMALL LETTER T WITH CIRCUMFLEX BELOW
1E72        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH DIAERESIS BELOW
1E73        ; PVALID      # LATIN SMALL LETTER U WITH DIAERESIS BELOW
1E74        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH TILDE BELOW
1E75        ; PVALID      # LATIN SMALL LETTER U WITH TILDE BELOW
1E76        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW
1E77        ; PVALID      # LATIN SMALL LETTER U WITH CIRCUMFLEX BELOW
1E78        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH TILDE AND ACUTE
1E79        ; PVALID      # LATIN SMALL LETTER U WITH TILDE AND ACUTE
1E7A        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS
1E7B        ; PVALID      # LATIN SMALL LETTER U WITH MACRON AND DIAERESIS
1E7C        ; DISALLOWED  # LATIN CAPITAL LETTER V WITH TILDE
1E7D        ; PVALID      # LATIN SMALL LETTER V WITH TILDE
1E7E        ; DISALLOWED  # LATIN CAPITAL LETTER V WITH DOT BELOW
1E7F        ; PVALID      # LATIN SMALL LETTER V WITH DOT BELOW
1E80        ; DISALLOWED  # LATIN CAPITAL LETTER W WITH GRAVE
1E81        ; PVALID      # LATIN SMALL LETTER W WITH GRAVE
1E82        ; DISALLOWED  # LATIN CAPITAL LETTER W WITH ACUTE
1E83        ; PVALID      # LATIN SMALL LETTER W WITH ACUTE
1E84        ; DISALLOWED  # LATIN CAPITAL LETTER W WITH DIAERESIS
1E85        ; PVALID      # LATIN SMALL LETTER W WITH DIAERESIS
1E86        ; DISALLOWED  # LATIN CAPITAL LETTER W WITH DOT ABOVE
1E87        ; PVALID      # LATIN SMALL LETTER W WITH DOT ABOVE
1E88        ; DISALLOWED  # LATIN CAPITAL LETTER W WITH DOT BELOW
1E89        ; PVALID      # LATIN SMALL LETTER W WITH DOT BELOW
1E8A        ; DISALLOWED  # LATIN CAPITAL LETTER X WITH DOT ABOVE
1E8B        ; PVALID      # LATIN SMALL LETTER X WITH DOT ABOVE
1E8C        ; DISALLOWED  # LATIN CAPITAL LETTER X WITH DIAERESIS
1E8D        ; PVALID      # LATIN SMALL LETTER X WITH DIAERESIS
1E8E        ; DISALLOWED  # LATIN CAPITAL LETTER Y WITH DOT ABOVE
1E8F        ; PVALID      # LATIN SMALL LETTER Y WITH DOT ABOVE
1E90        ; DISALLOWED  # LATIN CAPITAL LETTER Z WITH CIRCUMFLEX
1E91        ; PVALID      # LATIN SMALL LETTER Z WITH CIRCUMFLEX
1E92        ; DISALLOWED  # LATIN CAPITAL LETTER Z WITH DOT BELOW
1E93        ; PVALID      # LATIN SMALL LETTER Z WITH DOT BELOW
1E94        ; DISALLOWED  # LATIN CAPITAL LETTER Z WITH LINE BELOW
1E95..1E99  ; PVALID      # LATIN SMALL LETTER Z WITH LINE BELOW..LATIN SMALL LETTER Y WITH RING ABOVE
1E9A..1E9B  ; DISALLOWED  # LATIN SMALL LETTER A WITH RIGHT HALF RING..LATIN SMALL LETTER LONG S WITH DOT ABOVE
1E9C..1E9D  ; PVALID      # LATIN SMALL LETTER LONG S WITH DIAGONAL STROKE..LATIN SMALL LETTER LONG S WITH HIGH STROKE
1E9E        ; DISALLOWED  # LATIN CAPITAL LETTER SHARP S
1E9F        ; PVALID      # LATIN SMALL LETTER DELTA
1EA0        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH DOT BELOW
1EA1        ; PVALID      # LATIN SMALL LETTER A WITH DOT BELOW
1EA2        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH HOOK ABOVE
1EA3        ; PVALID      # LATIN SMALL LETTER A WITH HOOK ABOVE
1EA4        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE
1EA5        ; PVALID      # LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE
1EA6        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE
1EA7        ; PVALID      # LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE
1EA8        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
1EA9        ; PVALID      # LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
1EAA        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE
1EAB        ; PVALID      # LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE
1EAC        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW
1EAD        ; PVALID      # LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW
1EAE        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH BREVE AND ACUTE
1EAF        ; PVALID      # LATIN SMALL LETTER A WITH BREVE AND ACUTE
1EB0        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH BREVE AND GRAVE
1EB1        ; PVALID      # LATIN SMALL LETTER A WITH BREVE AND GRAVE
1EB2        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE
1EB3        ; PVALID      # LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE
1EB4        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH BREVE AND TILDE
1EB5        ; PVALID      # LATIN SMALL LETTER A WITH BREVE AND TILDE
1EB6        ; DISALLOWED  # LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW
1EB7        ; PVALID      # LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
1EB8        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH DOT BELOW
1EB9        ; PVALID      # LATIN SMALL LETTER E WITH DOT BELOW
1EBA        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH HOOK ABOVE
1EBB        ; PVALID      # LATIN SMALL LETTER E WITH HOOK ABOVE
1EBC        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH TILDE
1EBD        ; PVALID      # LATIN SMALL LETTER E WITH TILDE
1EBE        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE
1EBF        ; PVALID      # LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE
1EC0        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE
1EC1        ; PVALID      # LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
1EC2        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
1EC3        ; PVALID      # LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
1EC4        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
1EC5        ; PVALID      # LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
1EC6        ; DISALLOWED  # LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW
1EC7        ; PVALID      # LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW
1EC8        ; DISALLOWED  # LATIN CAPITAL LETTER I WITH HOOK ABOVE
1EC9        ; PVALID      # LATIN SMALL LETTER I WITH HOOK ABOVE
1ECA        ; DISALLOWED  # LATIN CAPITAL LETTER I WITH DOT BELOW
1ECB        ; PVALID      # LATIN SMALL LETTER I WITH DOT BELOW
1ECC        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH DOT BELOW
1ECD        ; PVALID      # LATIN SMALL LETTER O WITH DOT BELOW
1ECE        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH HOOK ABOVE
1ECF        ; PVALID      # LATIN SMALL LETTER O WITH HOOK ABOVE
1ED0        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE
1ED1        ; PVALID      # LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE
1ED2        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE
1ED3        ; PVALID      # LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE
1ED4        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
1ED5        ; PVALID      # LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
1ED6        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
1ED7        ; PVALID      # LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
1ED8        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW
1ED9        ; PVALID      # LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
1EDA        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH HORN AND ACUTE
1EDB        ; PVALID      # LATIN SMALL LETTER O WITH HORN AND ACUTE
1EDC        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH HORN AND GRAVE
1EDD        ; PVALID      # LATIN SMALL LETTER O WITH HORN AND GRAVE
1EDE        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE
1EDF        ; PVALID      # LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE
1EE0        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH HORN AND TILDE
1EE1        ; PVALID      # LATIN SMALL LETTER O WITH HORN AND TILDE
1EE2        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW
1EE3        ; PVALID      # LATIN SMALL LETTER O WITH HORN AND DOT BELOW
1EE4        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH DOT BELOW
1EE5        ; PVALID      # LATIN SMALL LETTER U WITH DOT BELOW
1EE6        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH HOOK ABOVE
1EE7        ; PVALID      # LATIN SMALL LETTER U WITH HOOK ABOVE
1EE8        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH HORN AND ACUTE
1EE9        ; PVALID      # LATIN SMALL LETTER U WITH HORN AND ACUTE
1EEA        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH HORN AND GRAVE
1EEB        ; PVALID      # LATIN SMALL LETTER U WITH HORN AND GRAVE
1EEC        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE
1EED        ; PVALID      # LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE
1EEE        ; DISALLOWED  # LATIN CAPITAL LETTER U WITH HORN AND TILDE
1EEF        ; PVALID      # LATIN SMALL LETTER U WITH HORN AND TILDE
